id,Pre-packaged Job Solutions,URL,Remote Testing (y/n),Adaptive/IRT (y/n),Test Type,Description,Job Levels,Languages,Assessment Length,Assessment Length Parsed,combined_text,llm_summary
4042,Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,Yes,No,K,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.","Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",8,6,"Food Science (New). Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology. Test Type: K, Duration: 6","Food Science knowledge test (Type K, multi-choice).  Assesses understanding of chemistry, nutrition, microbiology, engineering, and food product technology. Duration: 6 minutes."
4118,Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,Yes,No,K,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",15,7,"Front Office Management (New). Multi-choice test that measures the knowledge of front office operations. Test Type: K, Duration: 7","This is a 7-minute, multiple-choice knowledge test assessing front office management operational knowledge."
4117,Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,Yes,No,K,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",12,,"Global Skills Development Report. This report is designed to be given to individuals who have completed the Global Skills Assessment (GSA). With coverage across the Great 8 Domains, this measure of self-reported behaviors offers a complete overview of their current skills. Participants receive actionable tips on leveraging their top skill strengths and how they might develop their growth skills. Test Type: A E B C D P, Duration: unknown","The Global Skills Assessment (GSA) is a self-reported assessment measuring skills across eight domains.  It provides feedback on strengths and areas for development, offering actionable tips. Test type: A E B C D P; Duration: flexible."
4095,Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,Yes,No,K,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.","Mid-Professional, Professional Individual Contributor,","English (USA),",4,30,".NET Framework 4.5. The.NET Framework 4.5 test measures knowledge of .NET environment. Designed for experienced users, this test covers the following topics: Application Development, Application Foundation, Data Modeling, Deployment, Diagnostics, Performance, Portability, and Security. Test Type: K, Duration: 30","This 30-minute Knowledge (K-type) assessment evaluates .NET Framework 4.5 expertise in application development, foundation, data modeling, deployment, diagnostics, performance, portability, and security.  It's designed for experienced users."
4121,Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,No,K,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",13,17,".NET MVC (New). Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas. Test Type: K, Duration: 17","This is a 17-minute, multiple-choice knowledge (.NET MVC) assessment covering MVC architecture, validation, security, routing, and areas."
4120,Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,Yes,No,K,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",10,5,".NET MVVM (New). Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start. Test Type: K, Duration: 5","This is a 5-minute multiple-choice knowledge test (Type K) assessing .NET MVVM skills, covering the MVVM pattern, scenarios, data validation, ViewModel communication, and Quick-start."
219,Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,Yes,Yes,K,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics: Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators.","Mid-Professional, Professional Individual Contributor,","English (USA),",25,11,".NET WCF (New). Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF. Test Type: K, Duration: 11","This is a multiple-choice knowledge (K) test assessing .NET fundamentals, WCF architecture, programming model, SOA, and WCF management/programming.  Duration: 11 (units unspecified)."
3769,Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,Yes,Yes,K,"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management.","Mid-Professional, Professional Individual Contributor,","English (USA),",30,9,".NET WPF (New). Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF applications. Test Type: K, Duration: 9","This is a 9-minute multiple-choice knowledge test (Type K) assessing .NET basics, WPF, XAML (controls, events, layouts), WPF window/menu handling, and deployment."
393,Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,Yes,No,K,"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice. It also measures ability to correct those errors.","Entry-Level, Mid-Professional,","English International, English (USA),",6,5,".NET XAML (New). Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts. Test Type: K, Duration: 5","This is a 5-minute, multiple-choice knowledge test (Type K) assessing understanding of XAML triggers, data binding, custom controls, and layouts in .NET XAML."
4123,Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Python programming, databases, modules and library.","Mid-Professional, Professional Individual Contributor,","English (USA),",11,9,"Accounts Payable (New). Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries. Test Type: K, Duration: 9","This Accounts Payable knowledge test (Type K) uses multiple-choice questions to assess processing payables, vendor invoices, and journal entries. Duration: 9 minutes."
4124,R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,Yes,No,K,Multi-choice test that measures the knowledge of R programming and its application in statistics.,"Mid-Professional, Professional Individual Contributor,","English (USA),",13,8,"Accounts Payable Simulation (New). Simulated data entry test that measures the ability to process payables and vendor invoices. Test Type: S, Duration: 8","This is a simulated Accounts Payable data entry test (Type S, 8 minutes duration) assessing payable processing and invoice handling skills."
4177,ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,Yes,No,K,"Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.","Mid-Professional, Professional Individual Contributor,","English (USA),",10,13,"Accounts Receivable (New). Multiple-choice test that measures the knowledge of processing receivables and invoices. Test Type: K, Duration: 13",This Accounts Receivable knowledge test (Type K) uses multiple-choice questions to assess processing receivables and invoices.  Duration: 13 minutes.
3472,Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,Yes,Yes,A,"The Reading Comprehension - English assessment provides a general measure of English reading comprehension. This test is comprised of items that contain a passage that you must read in order to answer the question being asked. The questions focus on the candidate's ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions the candidate may be asked.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",35,8,"Accounts Receivable Simulation (New). Simulated data entry test that measures the ability to process receivables and invoices. Test Type: S, Duration: 8",This simulated Accounts Receivable test assesses data entry skills and receivables processing.  Test type: Simulation; Duration: 8 minutes.
543,Reading Comprehension - Spanish v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes,A,"The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions that may be asked.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",26,10,"ADO.NET (New). Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects. Test Type: K, Duration: 10","This is a 10-minute multiple-choice knowledge test (Type K) assessing ADO.NET architecture, components, and data provider objects."
3942,Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes,A,"The Reading Comprehension - English assessment provides a general measure of English reading comprehension. This test is comprised of items that contain a passage that you must read in order to answer the question being asked. The questions focus on the candidate's ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions the candidate may be asked.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",35,,"Global Skills Development Report. This report is designed to be given to individuals who have completed the Global Skills Assessment (GSA). With coverage across the Great 8 Domains, this measure of self-reported behaviors offers a complete overview of their current skills. Participants receive actionable tips on leveraging their top skill strengths and how they might develop their growth skills. Test Type: A E B C D P, Duration: unknown",The Global Skills Assessment (GSA) is a self-reported assessment measuring skills across eight domains.  It provides personalized feedback and development tips. Test type: A E B C D P. Duration: Flexible duration.
4204,RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,Yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks","Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive,","English (USA), Arabic, Italian, Chinese Simplified, Portuguese, Turkish, Portuguese (Brazil), Indonesian, English International, Spanish, Latin American Spanish, French (Canada), German, Dutch, French,",10,30,".NET Framework 4.5. The.NET Framework 4.5 test measures knowledge of .NET environment. Designed for experienced users, this test covers the following topics: Application Development, Application Foundation, Data Modeling, Deployment, Diagnostics, Performance, Portability, and Security. Test Type: K, Duration: 30","This 30-minute Knowledge (K) test assesses .NET Framework 4.5 expertise for experienced users.  It covers application development, foundation, data modeling, deployment, diagnostics, performance, portability, and security."
4202,RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,Yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks","Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level,",,,17,".NET MVC (New). Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas. Test Type: K, Duration: 17","This is a 17-minute multiple-choice knowledge test (Type K) assessing .NET MVC skills, specifically MVC architecture, validation, security, routing, and areas."
4203,RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,Yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",,,5,".NET MVVM (New). Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start. Test Type: K, Duration: 5","This is a 5-minute multiple-choice knowledge test (Type K) assessing .NET MVVM skills, including pattern understanding, scenarios, data validation, ViewModel communication, and Quick-start."
4126,RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,Yes,No,K,"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.","Mid-Professional, Professional Individual Contributor,","English (USA),",12,11,".NET WCF (New). Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF. Test Type: K, Duration: 11","This is a multiple-choice knowledge (K) test assessing .NET fundamentals, WCF architecture, programming model, SOA, and WCF management/programming.  Duration: 11 minutes."
697,Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No,B K S A,"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.","Entry-Level,","English (USA),",30,9,".NET WPF (New). Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF applications. Test Type: K, Duration: 9","This is a 9-minute multiple-choice knowledge test (Type K) assessing .NET basics, WPF, XAML (controls, events, layouts), WPF window/menu handling, and deployment."
395,Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,Yes,No,K,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.","Entry-Level, Mid-Professional,","English (USA),",5,5,".NET XAML (New). Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts. Test Type: K, Duration: 5","This is a 5-minute, multiple-choice knowledge test (Type K) assessing .NET XAML skills in triggers, data binding, custom controls, and layouts."
4129,Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.","Mid-Professional, Professional Individual Contributor,","English (USA),",11,9,"Accounts Payable (New). Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries. Test Type: K, Duration: 9","This Accounts Payable knowledge test (Type K) uses multiple-choice questions to assess processing payables, vendor invoices, and journal entries.  Duration: 9 minutes."
4128,Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.","Mid-Professional, Professional Individual Contributor,","English (USA),",11,8,"Accounts Payable Simulation (New). Simulated data entry test that measures the ability to process payables and vendor invoices. Test Type: S, Duration: 8",This Accounts Payable Simulation is a timed (8 minutes) simulated data entry test assessing payables processing and vendor invoice handling skills.
3932,Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,Yes,No,S B,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.","Entry-Level,","English (USA), English (Australia), English International, Chinese Simplified, French, Spanish, Portuguese (Brazil), Italian, Dutch, Latin American Spanish, French (Canada), German,",20,13,"Accounts Receivable (New). Multiple-choice test that measures the knowledge of processing receivables and invoices. Test Type: K, Duration: 13","This is a 13-minute, multiple-choice knowledge test (Type K) assessing Accounts Receivable processing skills, specifically knowledge of receivables and invoices."
3930,Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,Yes,No,B P S,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.","Entry-Level,","English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada),",35,8,"Accounts Receivable Simulation (New). Simulated data entry test that measures the ability to process receivables and invoices. Test Type: S, Duration: 8","This simulated Accounts Receivable test assesses data entry skills and receivables processing.  Test Type: S, Duration: 8 minutes."
726,Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,Yes,No,P P,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International,",Untimed,10,"ADO.NET (New). Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects. Test Type: K, Duration: 10","This is a 10-minute, multiple-choice knowledge test (Type K) assessing ADO.NET understanding, specifically its architecture, components, and data provider objects."
725,Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,Yes,No,P,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International, Finnish,",Untimed,,"Global Skills Development Report. This report is designed to be given to individuals who have completed the Global Skills Assessment (GSA). With coverage across the Great 8 Domains, this measure of self-reported behaviors offers a complete overview of their current skills. Participants receive actionable tips on leveraging their top skill strengths and how they might develop their growth skills. Test Type: A E B C D P, Duration: unknown","The Global Skills Assessment (GSA) is a self-reported skills assessment covering eight domains.  It provides feedback on strengths and areas for development, offering actionable tips. Test type: A E B C D P; Duration: flexible duration."
4230,Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,Yes,No,P,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,,30,".NET Framework 4.5. The.NET Framework 4.5 test measures knowledge of .NET environment. Designed for experienced users, this test covers the following topics: Application Development, Application Foundation, Data Modeling, Deployment, Diagnostics, Performance, Portability, and Security. Test Type: K, Duration: 30","This 30-minute Knowledge (K) test assesses .NET Framework 4.5 expertise for experienced users.  It covers application development, foundation, data modeling, deployment, diagnostics, performance, portability, and security."
4283,Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No,P,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,,17,".NET MVC (New). Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas. Test Type: K, Duration: 17","This is a 17-minute, multiple-choice knowledge test (Type K) assessing .NET MVC skills, covering MVC architecture, validation, security, routing, and areas."
4233,Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No,P,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.","Director, Executive, Front Line Manager, Manager, Supervisor,",,,5,".NET MVVM (New). Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start. Test Type: K, Duration: 5","This is a 5-minute multiple-choice knowledge test (Type K) assessing .NET MVVM skills, including pattern knowledge, scenarios, data validation, ViewModel communication, and Quick-start."
4288,Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,P,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.","Director, Executive, Front Line Manager, Manager, Supervisor,",,,11,".NET WCF (New). Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF. Test Type: K, Duration: 11","This is a multiple-choice knowledge (K) test assessing .NET fundamentals, WCF architecture, programming model, SOA, and WCF management/programming.  Duration: 11 minutes."
4130,Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.","Mid-Professional, Professional Individual Contributor,","English (USA),",15,9,".NET WPF (New). Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF applications. Test Type: K, Duration: 9","This is a 9-minute, multiple-choice knowledge test (Type K) assessing .NET basics, WPF, XAML (controls, events, layouts), WPF window/menu handling, and deployment."
4131,SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.","Mid-Professional, Professional Individual Contributor,","English (USA),",12,5,".NET XAML (New). Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts. Test Type: K, Duration: 5","This is a 5-minute multiple-choice knowledge test (Type K) assessing understanding of .NET XAML, specifically triggers, data binding, custom controls, and layouts."
4132,SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.","Mid-Professional, Professional Individual Contributor,","English (USA),",9,9,"Accounts Payable (New). Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries. Test Type: K, Duration: 9","This is a 9-minute, multiple-choice knowledge test assessing Accounts Payable skills, specifically processing payables, vendor invoices, and journal entries."
4133,SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.","Mid-Professional, Professional Individual Contributor,","English (USA),",9,8,"Accounts Payable Simulation (New). Simulated data entry test that measures the ability to process payables and vendor invoices. Test Type: S, Duration: 8",This is a simulated Accounts Payable data entry test (Type S) assessing invoice processing skills.  Duration: 8 minutes.
4136,SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.","Mid-Professional, Professional Individual Contributor,","English (USA),",10,13,"Accounts Receivable (New). Multiple-choice test that measures the knowledge of processing receivables and invoices. Test Type: K, Duration: 13","This is a 13-minute, multiple-choice knowledge test (Type K) assessing Accounts Receivable processing skills, specifically knowledge of receivables and invoices."
4134,SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.","Mid-Professional, Professional Individual Contributor,","English (USA),",9,8,"Accounts Receivable Simulation (New). Simulated data entry test that measures the ability to process receivables and invoices. Test Type: S, Duration: 8","This is a simulated Accounts Receivable data entry test (Type S, 8 minutes duration) assessing processing of receivables and invoices."
4135,SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.","Mid-Professional, Professional Individual Contributor,","English (USA),",TBC,10,"ADO.NET (New). Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects. Test Type: K, Duration: 10","This is a 10-minute, multiple-choice knowledge test (Type K) assessing ADO.NET architecture, components, and data provider objects."
4082,SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.","Mid-Professional, Professional Individual Contributor,","English (USA),",20,6,"Jenkins (New). Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing. Test Type: K, Duration: 6","Jenkins (New) knowledge test:  Multi-choice assessment covering Jenkins configuration, deployment, plugins, nodes, build jobs, and testing. Duration: 6 minutes."
4137,SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,Yes,No,K,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.","Mid-Professional, Professional Individual Contributor,","English (USA),",10,10,"Job Control Language (New). Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing. Test Type: K, Duration: 10","This 10-minute, multiple-choice knowledge test assesses JCL skills, specifically focusing on libraries, parameters, statements, datasets, data group generation, and conditional processing."
